Date,Open,High,Low,Close,Volume
2022-10-14 22:00:00,19110.11,19167.7,19087.47,19160.31,505.96369619
2022-10-14 23:00:00,19162.11,19199.32,19143.7,19178.0,386.2034664
2022-10-15 00:00:00,19179.15,19229.12,19173.08,19200.75,586.40408388
2022-10-15 01:00:00,19200.74,19211.79,19172.69,19175.35,371.34940551
2022-10-15 02:00:00,19175.33,19209.97,19136.03,19201.55,374.66219618
2022-10-15 03:00:00,19201.55,19220.72,19182.65,19205.22,226.05306282
2022-10-15 04:00:00,19205.19,19216.56,19180.29,19193.32,212.10589453
2022-10-15 05:00:00,19192.37,19198.79,19157.62,19179.93,241.05211996
2022-10-15 06:00:00,19179.93,19191.23,19161.98,19170.51,204.5554198
2022-10-15 07:00:00,19170.36,19186.54,19135.98,19174.94,205.37873946
2022-10-15 08:00:00,19174.67,19179.88,19041.11,19074.03,489.76925336
2022-10-15 09:00:00,19073.46,19127.87,19065.87,19108.23,306.36729686
2022-10-15 10:00:00,19108.55,19185.25,19095.37,19159.04,316.51303601
2022-10-15 11:00:00,19156.22,19170.91,19139.74,19170.07,196.92177398
2022-10-15 12:00:00,19170.06,19201.38,19152.49,19172.74,335.72063766
2022-10-15 13:00:00,19171.52,19180.99,19096.77,19169.96,717.98094211
2022-10-15 14:00:00,19168.23,19184.16,19118.8,19145.15,438.20710103
2022-10-15 15:00:00,19145.11,19148.98,19118.09,19128.6,223.76076698
2022-10-15 16:00:00,19128.85,19164.25,19112.0,19128.08,322.37036806
2022-10-15 17:00:00,19126.69,19142.47,19096.8,19112.25,270.77331252
2022-10-15 18:00:00,19112.66,19139.02,19104.74,19119.25,240.11943577
2022-10-15 19:00:00,19121.31,19129.68,19063.09,19104.46,323.99135188
2022-10-15 20:00:00,19104.45,19113.39,19081.07,19096.5,201.40652581
2022-10-15 21:00:00,19097.98,19099.87,19051.04,19066.65,895.08827155
2022-10-15 22:00:00,19065.83,19092.08,19043.07,19063.16,566.4600841
2022-10-15 23:00:00,19063.16,19131.55,18983.0,19070.24,795.81727293
2022-10-16 00:00:00,19070.62,19148.18,19065.23,19139.17,392.38627978
2022-10-16 01:00:00,19139.81,19170.63,19106.83,19143.59,295.10478608
2022-10-16 02:00:00,19143.58,19167.78,19104.0,19117.54,254.20630359
2022-10-16 03:00:00,19117.52,19140.02,19106.11,19124.06,209.30298155
2022-10-16 04:00:00,19122.7,19161.82,19110.3,19139.5,289.09846446
2022-10-16 05:00:00,19138.69,19164.0,19123.17,19155.16,218.94243843
2022-10-16 06:00:00,19154.11,19158.13,19117.74,19138.05,172.09120005
2022-10-16 07:00:00,19138.03,19153.78,19117.66,19139.06,136.00001629
2022-10-16 08:00:00,19139.0,19196.55,19137.06,19168.12,176.99509049
2022-10-16 09:00:00,19168.06,19169.47,19136.77,19142.6,157.84193136
2022-10-16 10:00:00,19141.9,19153.67,19089.22,19131.56,176.23579502
2022-10-16 11:00:00,19131.57,19157.83,19118.5,19145.89,151.35366289
2022-10-16 12:00:00,19147.24,19154.38,19118.48,19134.46,150.20260942
2022-10-16 13:00:00,19134.68,19149.61,19119.04,19129.32,160.01364607
2022-10-16 14:00:00,19129.32,19143.39,19106.66,19132.9,399.48611634
2022-10-16 15:00:00,19132.89,19175.16,19125.14,19158.38,251.97812556
2022-10-16 16:00:00,19159.73,19172.38,19127.1,19143.3,263.0758688
2022-10-16 17:00:00,19142.03,19164.31,19130.73,19135.34,238.91537442
2022-10-16 18:00:00,19136.02,19151.82,19119.21,19136.72,199.62714038
2022-10-16 19:00:00,19136.72,19383.18,19131.95,19379.6,810.72007248
2022-10-16 20:00:00,19378.55,19425.49,19264.88,19333.56,787.86763775
2022-10-16 21:00:00,19333.09,19367.86,19104.2,19149.44,508.21785914
2022-10-16 22:00:00,19147.92,19361.43,19118.01,19301.19,1241.49803092
2022-10-16 23:00:00,19301.18,19317.05,19228.54,19264.44,669.76690956
2022-10-17 00:00:00,19261.62,19310.3,19210.83,19229.74,688.00124221
2022-10-17 01:00:00,19230.31,19239.95,19169.88,19176.0,660.58997304
2022-10-17 02:00:00,19177.87,19213.56,19168.49,19205.62,385.84518133
2022-10-17 03:00:00,19205.38,19208.49,19154.72,19188.0,444.74692116
2022-10-17 04:00:00,19187.72,19238.75,19160.92,19229.02,470.46673397
2022-10-17 05:00:00,19229.05,19284.65,19224.68,19270.97,526.22830464
2022-10-17 06:00:00,19271.28,19315.74,19223.68,19242.01,526.24836247
2022-10-17 07:00:00,19241.31,19318.61,19233.43,19297.33,881.82785891
2022-10-17 08:00:00,19296.46,19305.31,19243.18,19260.62,536.09963676
2022-10-17 09:00:00,19259.62,19369.81,19251.65,19338.94,596.48878407
2022-10-17 10:00:00,19338.98,19422.65,19337.89,19398.88,913.90761926
2022-10-17 11:00:00,19399.1,19545.1,19374.26,19458.88,1435.1776267
2022-10-17 12:00:00,19458.5,19584.64,19419.33,19519.73,1492.04140447
2022-10-17 13:00:00,19519.73,19679.46,19519.73,19588.98,1998.5295516
2022-10-17 14:00:00,19588.98,19650.22,19439.66,19474.51,2453.10124571
2022-10-17 15:00:00,19474.52,19584.1,19427.23,19536.73,1680.68114024
2022-10-17 16:00:00,19536.69,19595.21,19478.73,19512.69,1399.54175105
2022-10-17 17:00:00,19511.44,19538.2,19457.03,19522.89,1191.26833945
2022-10-17 18:00:00,19521.15,19546.73,19442.82,19516.61,1345.95703026
2022-10-17 19:00:00,19516.61,19559.39,19485.38,19527.09,1300.97486509
2022-10-17 20:00:00,19525.26,19561.43,19508.01,19528.55,839.9386208
2022-10-17 21:00:00,19528.92,19548.07,19491.65,19515.52,548.41426876
2022-10-17 22:00:00,19515.52,19627.96,19472.65,19516.0,1134.60582837
2022-10-17 23:00:00,19516.0,19575.49,19503.76,19550.4,686.44253664
2022-10-18 00:00:00,19550.39,19616.41,19506.31,19597.88,1281.53883227
2022-10-18 01:00:00,19598.78,19627.94,19517.46,19536.24,1050.66172032
2022-10-18 02:00:00,19536.68,19548.2,19481.87,19491.56,530.82289778
2022-10-18 03:00:00,19491.56,19576.4,19489.85,19549.96,952.93713255
2022-10-18 04:00:00,19549.92,19617.47,19540.93,19583.63,853.23245065
2022-10-18 05:00:00,19584.51,19591.25,19538.66,19558.28,423.65622926
2022-10-18 06:00:00,19557.58,19702.73,19535.8,19647.13,1014.95005788
2022-10-18 07:00:00,19646.05,19694.34,19565.23,19671.55,1056.87041105
2022-10-18 08:00:00,19671.44,19676.89,19523.6,19534.34,950.54615842
2022-10-18 09:00:00,19532.71,19564.15,19474.49,19529.41,1044.23200717
2022-10-18 10:00:00,19529.42,19587.36,19505.4,19536.85,486.93453177
2022-10-18 11:00:00,19534.84,19604.61,19529.73,19563.77,883.63290028
2022-10-18 12:00:00,19564.47,19653.12,19563.07,19631.68,986.36140722
2022-10-18 13:00:00,19629.09,19682.87,19528.54,19543.33,1887.79972604
2022-10-18 14:00:00,19543.04,19576.78,19363.01,19416.4,2674.32070021
2022-10-18 15:00:00,19414.87,19452.36,19279.93,19375.05,2285.14850329
2022-10-18 16:00:00,19373.89,19444.69,19337.5,19411.97,2021.79259655
2022-10-18 17:00:00,19414.07,19438.0,19364.09,19407.52,1217.81611071
2022-10-18 18:00:00,19408.72,19413.36,19175.57,19221.42,1401.61935672
2022-10-18 19:00:00,19220.56,19221.83,19091.77,19220.31,1714.52265565
2022-10-18 20:00:00,19218.65,19433.76,19195.37,19365.68,1100.82102091
2022-10-18 21:00:00,19365.69,19379.16,19219.89,19296.15,447.71595151
2022-10-18 22:00:00,19293.97,19335.86,19256.85,19320.67,684.4364586
2022-10-18 23:00:00,19321.68,19371.59,19306.01,19328.76,693.22760797
2022-10-19 00:00:00,19328.75,19361.0,19230.17,19234.36,903.40546439
2022-10-19 01:00:00,19235.33,19325.53,19216.77,19314.06,555.19313775
2022-10-19 02:00:00,19314.05,19322.07,19249.06,19292.17,445.94478736
2022-10-19 03:00:00,19292.16,19305.77,19256.61,19284.21,432.33418485
2022-10-19 04:00:00,19283.75,19307.41,19256.82,19277.85,325.84976787
2022-10-19 05:00:00,19277.84,19306.45,19236.28,19256.49,504.31187098
2022-10-19 06:00:00,19254.6,19280.32,19145.82,19187.84,903.3927174
2022-10-19 07:00:00,19189.95,19243.85,19169.61,19218.92,990.44763965
2022-10-19 08:00:00,19219.51,19233.92,19145.79,19195.85,982.4565108
2022-10-19 09:00:00,19196.49,19287.79,19191.01,19269.81,663.38746199
2022-10-19 10:00:00,19269.79,19278.73,19181.59,19217.14,571.14132633
2022-10-19 11:00:00,19217.14,19227.34,19146.13,19200.09,1111.98214415
2022-10-19 12:00:00,19201.02,19202.88,19104.14,19164.76,1198.87326547
2022-10-19 13:00:00,19164.76,19239.04,19062.1,19121.63,1884.07703813
2022-10-19 14:00:00,19121.62,19232.24,19096.92,19156.47,2194.23022401
2022-10-19 15:00:00,19155.46,19303.05,19136.58,19268.82,1654.83132087
2022-10-19 16:00:00,19267.5,19279.23,19170.34,19180.24,1072.03003995
2022-10-19 17:00:00,19179.67,19195.47,19093.72,19182.51,1231.06645709
2022-10-19 18:00:00,19180.96,19223.92,19164.16,19187.58,798.21053751
2022-10-19 19:00:00,19187.57,19234.13,19151.91,19233.75,950.82703433
2022-10-19 20:00:00,19231.91,19249.5,19134.15,19196.19,1221.74285607
2022-10-19 21:00:00,19196.17,19208.98,19156.94,19195.55,292.84321676
2022-10-19 22:00:00,19195.55,19199.57,19095.6,19141.85,775.8910766
2022-10-19 23:00:00,19141.92,19163.58,19083.95,19124.18,619.66284777
2022-10-20 00:00:00,19123.77,19166.15,18905.0,18970.83,2048.27993148
2022-10-20 01:00:00,18969.87,19053.88,18924.04,19045.99,1253.78344721
2022-10-20 02:00:00,19045.6,19080.14,19013.32,19060.58,704.74456128
2022-10-20 03:00:00,19060.59,19069.12,19012.02,19041.17,678.98120513
2022-10-20 04:00:00,19041.08,19198.0,19036.97,19183.73,1439.65273097
2022-10-20 05:00:00,19183.11,19191.71,19113.41,19135.14,1460.3417314
2022-10-20 06:00:00,19138.76,19145.1,19094.38,19130.52,782.94944298
2022-10-20 07:00:00,19130.52,19164.79,19093.4,19143.54,826.05996304
2022-10-20 08:00:00,19143.54,19163.05,19105.31,19112.24,559.4626106
2022-10-20 09:00:00,19112.63,19194.64,19104.75,19184.41,520.45207014
2022-10-20 10:00:00,19185.0,19253.35,19133.29,19201.52,979.20948624
2022-10-20 11:00:00,19202.03,19232.02,19185.45,19210.36,701.93293089
2022-10-20 12:00:00,19209.91,19283.62,19130.23,19133.83,1581.19144965
2022-10-20 13:00:00,19133.7,19222.2,19126.45,19173.69,1910.83392164
2022-10-20 14:00:00,19174.9,19349.04,19169.79,19326.49,1878.25362086
2022-10-20 15:00:00,19326.97,19339.64,19247.98,19254.61,1044.61363948
2022-10-20 16:00:00,19252.78,19255.81,19138.44,19183.15,1898.24108295
2022-10-20 17:00:00,19181.13,19187.7,19062.17,19097.0,1798.85603953
2022-10-20 18:00:00,19097.65,19099.8,18961.37,19058.83,1830.44739856
2022-10-20 19:00:00,19061.72,19117.21,19025.81,19063.32,1331.81115731
2022-10-20 20:00:00,19062.83,19088.72,18931.87,19030.53,1254.39353565
2022-10-20 21:00:00,19030.45,19098.64,18992.52,19072.44,487.02204757
2022-10-20 22:00:00,19073.28,19093.38,19000.12,19034.74,695.91733587
2022-10-20 23:00:00,19034.73,19051.09,18978.51,19042.48,738.32463387
2022-10-21 00:00:00,19043.66,19067.68,18999.24,19046.61,848.60181513
2022-10-21 01:00:00,19046.84,19074.43,19020.17,19064.35,503.47557604
2022-10-21 02:00:00,19064.34,19132.89,19057.5,19109.7,491.77215922
2022-10-21 03:00:00,19108.89,19125.35,19044.2,19051.92,344.95813945
2022-10-21 04:00:00,19051.9,19081.25,19026.05,19047.32,390.57827363
2022-10-21 05:00:00,19047.32,19065.86,19028.21,19044.78,299.72126271
2022-10-21 06:00:00,19043.53,19072.23,19027.83,19036.02,374.63649266
2022-10-21 07:00:00,19035.93,19082.16,18990.07,19027.04,729.11937179
2022-10-21 08:00:00,19027.03,19042.17,18937.5,18979.25,882.53289713
2022-10-21 09:00:00,18979.75,19029.3,18900.0,19010.3,1054.67982976
2022-10-21 10:00:00,19009.1,19017.66,18956.54,19002.1,404.83063608
2022-10-21 11:00:00,19002.42,19013.87,18940.18,18945.09,645.68938626
2022-10-21 12:00:00,18945.74,18948.26,18659.0,18880.7,2516.20406441
2022-10-21 13:00:00,18877.57,19088.43,18856.99,19070.73,3248.042844
2022-10-21 14:00:00,19068.69,19132.62,18935.6,18975.87,2263.93007572
2022-10-21 15:00:00,18976.13,19174.52,18947.3,19168.34,2151.68439323
2022-10-21 16:00:00,19171.5,19232.56,19103.99,19125.37,1856.32858899
2022-10-21 17:00:00,19127.03,19174.33,19090.16,19151.6,1245.48287491
2022-10-21 18:00:00,19151.59,19208.57,19121.32,19141.62,1199.99858788
2022-10-21 19:00:00,19140.93,19254.52,19136.99,19194.16,1183.86694556
2022-10-21 20:00:00,19192.67,19252.31,19159.96,19183.7,583.83614951
2022-10-21 21:00:00,19183.27,19183.7,19139.78,19158.49,293.69981728
2022-10-21 22:00:00,19158.49,19197.71,19156.92,19192.21,408.16074881
2022-10-21 23:00:00,19192.21,19195.48,19160.98,19166.45,284.52995438
2022-10-22 00:00:00,19164.92,19182.14,19148.04,19167.09,337.24730347
2022-10-22 01:00:00,19165.74,19184.87,19148.04,19159.13,239.26888644
2022-10-22 02:00:00,19158.82,19166.54,19120.76,19130.06,284.19031672
2022-10-22 03:00:00,19130.64,19161.9,19110.46,19151.13,289.57276498
2022-10-22 04:00:00,19151.24,19164.1,19146.95,19149.91,178.22167006
2022-10-22 05:00:00,19149.91,19159.24,19138.74,19143.17,149.57285823
2022-10-22 06:00:00,19142.87,19152.24,19133.32,19144.82,162.9618312
2022-10-22 07:00:00,19144.82,19176.51,19144.49,19163.58,228.10548454
2022-10-22 08:00:00,19163.99,19177.43,19152.99,19154.9,404.75852586
2022-10-22 09:00:00,19155.29,19176.4,19141.31,19142.72,177.22602165
2022-10-22 10:00:00,19142.78,19172.77,19139.43,19167.88,167.3789632
2022-10-22 11:00:00,19169.02,19188.11,19159.08,19178.93,221.76976106
2022-10-22 12:00:00,19179.49,19203.59,19154.55,19183.49,423.65116971
2022-10-22 13:00:00,19182.15,19254.52,19181.96,19196.76,568.41626994
2022-10-22 14:00:00,19198.59,19242.91,19198.59,19237.74,394.44249806
2022-10-22 15:00:00,19238.53,19257.66,19211.26,19234.49,419.9433968
2022-10-22 16:00:00,19234.59,19250.4,19176.0,19195.48,509.26124065
2022-10-22 17:00:00,19196.38,19211.93,19147.86,19154.31,439.19588609
2022-10-22 18:00:00,19156.06,19180.0,19135.24,19172.02,339.78639872
2022-10-22 19:00:00,19172.01,19190.17,19164.95,19188.23,229.96076388
2022-10-22 20:00:00,19187.86,19228.1,19176.13,19219.34,282.96292964
2022-10-22 21:00:00,19219.34,19226.89,19192.8,19206.62,295.67872905
2022-10-22 22:00:00,19206.35,19211.5,19187.05,19196.51,148.59226856
2022-10-22 23:00:00,19196.74,19213.0,19194.73,19209.1,152.82440177
2022-10-23 00:00:00,19209.09,19223.64,19193.89,19199.27,200.77089576
2022-10-23 01:00:00,19199.27,19207.58,19165.13,19181.82,229.39217798
2022-10-23 02:00:00,19181.73,19209.02,19177.04,19198.73,210.76057201
2022-10-23 03:00:00,19198.57,19205.28,19187.82,19200.76,119.06918645
2022-10-23 04:00:00,19200.76,19224.22,19175.09,19190.44,208.21673068
2022-10-23 05:00:00,19188.65,19199.54,19168.74,19180.89,142.6554902
2022-10-23 06:00:00,19180.78,19190.1,19159.71,19178.29,125.626099
2022-10-23 07:00:00,19178.29,19179.86,19149.11,19164.34,231.88220285
2022-10-23 08:00:00,19164.36,19186.6,19149.03,19184.85,149.51195903
2022-10-23 09:00:00,19184.84,19188.07,19178.21,19184.52,111.5860935
2022-10-23 10:00:00,19184.66,19188.7,19164.74,19171.8,153.71482099
2022-10-23 11:00:00,19171.81,19172.4,19129.45,19152.82,274.63402254
2022-10-23 12:00:00,19153.63,19160.56,19070.92,19153.37,373.81823722
2022-10-23 13:00:00,19151.75,19182.15,19143.88,19178.96,247.9886007
2022-10-23 14:00:00,19178.92,19211.06,19176.1,19191.08,290.59312443
2022-10-23 15:00:00,19191.04,19215.12,19180.81,19193.49,234.11679611
2022-10-23 16:00:00,19193.55,19206.07,19171.14,19181.08,198.0134888
2022-10-23 17:00:00,19179.98,19499.63,19173.1,19473.26,1675.32058348
2022-10-23 18:00:00,19476.35,19524.92,19401.32,19440.33,1187.39645952
2022-10-23 19:00:00,19439.35,19524.0,19439.35,19502.16,493.87038178
2022-10-23 20:00:00,19501.74,19523.77,19445.3,19498.64,665.18290866
2022-10-23 21:00:00,19498.63,19599.0,19449.47,19543.61,692.92516848
2022-10-23 22:00:00,19542.08,19698.1,19540.88,19593.57,2672.8528341
2022-10-23 23:00:00,19593.36,19608.54,19518.01,19572.44,1196.41291985
2022-10-24 00:00:00,19572.2,19603.57,19492.94,19519.89,1620.81252845
2022-10-24 01:00:00,19519.03,19529.28,19366.84,19413.75,1768.93835615
2022-10-24 02:00:00,19414.05,19469.4,19391.99,19413.4,902.70545542
2022-10-24 03:00:00,19415.68,19435.61,19345.0,19394.12,898.77344933
2022-10-24 04:00:00,19392.59,19392.59,19273.35,19337.62,992.96736948
2022-10-24 05:00:00,19337.62,19357.47,19295.07,19337.54,764.66106439
2022-10-24 06:00:00,19337.67,19368.06,19280.88,19295.61,1026.82798697
2022-10-24 07:00:00,19295.61,19342.89,19256.01,19324.65,1787.1534934
2022-10-24 08:00:00,19324.63,19346.41,19294.32,19342.26,996.42101909
2022-10-24 09:00:00,19341.38,19407.52,19313.21,19385.69,741.62636699
2022-10-24 10:00:00,19385.51,19449.14,19369.39,19405.76,1172.23557305
2022-10-24 11:00:00,19404.87,19452.49,19363.62,19428.07,1269.06273712
2022-10-24 12:00:00,19427.37,19453.35,19320.37,19374.38,1635.59330868
2022-10-24 13:00:00,19375.03,19402.15,19298.39,19354.54,3479.63886983
2022-10-24 14:00:00,19354.97,19359.69,19159.35,19279.36,2751.20408315
2022-10-24 15:00:00,19279.44,19314.9,19246.78,19304.75,1306.02253552
2022-10-24 16:00:00,19303.33,19324.27,19255.07,19276.23,789.65772597
2022-10-24 17:00:00,19276.21,19303.01,19221.42,19286.27,655.19864814
2022-10-24 18:00:00,19286.89,19353.11,19282.18,19335.66,781.00582608
2022-10-24 19:00:00,19338.09,19427.3,19331.43,19345.78,828.49787283
2022-10-24 20:00:00,19344.82,19393.65,19304.7,19390.15,1208.81154839
2022-10-24 21:00:00,19390.0,19437.14,19336.0,19369.04,952.52714071
2022-10-24 22:00:00,19368.7,19376.56,19304.29,19360.85,762.01282921
2022-10-24 23:00:00,19362.91,19366.29,19322.11,19330.41,340.22777458
2022-10-25 00:00:00,19332.11,19340.12,19278.34,19310.85,688.58887604
2022-10-25 01:00:00,19310.85,19318.93,19250.46,19299.95,813.48711709
2022-10-25 02:00:00,19300.0,19316.54,19277.0,19312.4,490.37621126
2022-10-25 03:00:00,19312.83,19364.42,19308.34,19343.95,710.57766705
2022-10-25 04:00:00,19343.7,19378.45,19327.91,19341.22,356.29066738
2022-10-25 05:00:00,19341.22,19346.08,19296.0,19336.61,384.04956334
2022-10-25 06:00:00,19336.72,19365.98,19322.49,19329.62,410.29803748
2022-10-25 07:00:00,19330.09,19343.53,19273.45,19306.62,571.63381346
2022-10-25 08:00:00,19306.71,19322.41,19270.86,19297.9,495.91740426
2022-10-25 09:00:00,19297.1,19299.41,19258.06,19266.26,560.5302185
2022-10-25 10:00:00,19267.04,19302.15,19240.76,19298.31,489.9369429
2022-10-25 11:00:00,19298.31,19329.07,19278.17,19303.65,479.20240346
2022-10-25 12:00:00,19303.17,19347.69,19262.08,19331.64,953.91496474
2022-10-25 13:00:00,19330.8,19527.68,19329.78,19483.51,2377.81585574
2022-10-25 14:00:00,19482.32,19549.22,19449.61,19495.39,1878.44000713
2022-10-25 15:00:00,19495.93,19818.02,19490.0,19756.05,3517.52897833
2022-10-25 16:00:00,19756.02,19845.17,19724.12,19817.96,2893.4189846
2022-10-25 17:00:00,19817.97,20198.23,19812.62,20123.7,6849.44864342
2022-10-25 18:00:00,20123.7,20417.17,20083.95,20273.98,5785.1322578
2022-10-25 19:00:00,20274.53,20420.88,20209.6,20281.65,2615.39889376
2022-10-25 20:00:00,20279.12,20304.42,20020.91,20194.17,5630.20742362
2022-10-25 21:00:00,20194.41,20276.93,20104.52,20241.21,1247.04981927
2022-10-25 22:00:00,20238.52,20242.23,19979.99,20068.47,1176.54670176
2022-10-25 23:00:00,20068.86,20137.26,20043.97,20086.28,1076.54555929
2022-10-26 00:00:00,20086.27,20182.5,20055.85,20172.06,1414.09975799
2022-10-26 01:00:00,20172.53,20299.99,20087.24,20238.52,1610.31074999
2022-10-26 02:00:00,20236.54,20259.74,20178.22,20216.04,1074.2258276
2022-10-26 03:00:00,20216.07,20313.33,20187.18,20257.49,1183.79528595
2022-10-26 04:00:00,20257.39,20282.04,20184.94,20211.45,961.08102744
2022-10-26 05:00:00,20211.46,20242.19,20136.82,20193.47,864.77292194
2022-10-26 06:00:00,20193.46,20255.0,20173.15,20223.13,1079.64167787
2022-10-26 07:00:00,20222.88,20390.24,20204.41,20354.75,1618.23237534
2022-10-26 08:00:00,20353.96,20790.0,20291.17,20679.93,3138.92679055
2022-10-26 09:00:00,20679.93,20727.84,20553.82,20602.28,1552.36897582
2022-10-26 10:00:00,20602.66,20690.8,20545.0,20672.62,1262.89456906
2022-10-26 11:00:00,20674.19,20753.61,20574.41,20611.37,1689.3551062
2022-10-26 12:00:00,20611.46,20625.09,20466.09,20553.39,2435.04752511
2022-10-26 13:00:00,20554.09,20619.25,20342.86,20554.85,3681.85103584
2022-10-26 14:00:00,20554.83,21022.81,20554.83,20840.21,5992.58242972
2022-10-26 15:00:00,20841.22,20942.16,20791.85,20850.44,1954.79692507
2022-10-26 16:00:00,20849.49,20999.0,20719.38,20763.26,2111.62776633
2022-10-26 17:00:00,20763.88,20837.61,20671.36,20827.09,1786.90397426
2022-10-26 18:00:00,20826.94,20875.47,20665.74,20703.39,1615.59224608
2022-10-26 19:00:00,20702.77,20799.41,20644.31,20772.16,1789.23197207
2022-10-26 20:00:00,20773.29,20858.65,20701.42,20752.16,1863.51386727
2022-10-26 21:00:00,20751.36,20775.93,20708.7,20751.75,753.83140237
2022-10-26 22:00:00,20751.46,20908.62,20709.07,20824.46,1479.6648325
2022-10-26 23:00:00,20824.46,20913.65,20741.35,20775.4,704.64288913
